price,unit,location,bedrooms,baths,state 
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦4,500,000                            ",,"Oniru, Victoria Island",,,Lagos
"
                                                        ₦400,000                                                    ",,"HFP Shopping Malls, Opp Abraham Adesanya Est, Ajah ",,,Lagos
"
                                                        ₦8,000,000                                                    ",,"1C, Fatai Durosinmi Etti Crescent off Akin Ogunlewe Street, V.I. ",5,,Lagos
"
                                                        ₦700,000                                                    ",,"ADEWALE ADESHINA CLOSE, OFF OKE-TIRI ROAD, BADORE, AJAH,",3,,Lagos
"
                                                        ₦850,000                                                    ",,"EJIKE UFONNA STREET, OLD EMEVIT STREET, CANAL ESTATE, OKOTA",3,,Lagos
"
                                                        ₦900,000                                                    ",,"OLAOSEBIKAN STREET, OFF BAJULAIYE ROAD, SHOMOLU, LAGOS ",,,Lagos
"
                                                        ₦8,500,000,000                                                    ",,"BANANA ISLAND OAKVILLE PLACE: 3RD AVENUE, BANANA ISLAND, IKOYI, LAGOS STATE",3,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Prime water view 2,Lekki",,,Lagos
"
                                                        ₦8,000,000                                                    ",,"Alaba Oniru Street, Victoria Island",,,Lagos
"
                                                        ₦5,000,000                                                    ",,"Kofo Abayomi, Victoria Island",,,Lagos
"
                                                        ₦250,000                                                    ",,"Abesan Estate, Ipaja",2,,Lagos
"
                                                        ₦550,000                                                    ",,"Nureni Yusuf Estate, Alakuko.",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦550,000                                                    ",,"Along Agric Road, Olaofe Street, Fagba,  OKO-OBA",3,,Lagos
"
                                                        ₦450,000                                                    ",,"Lsdpc Oko-Oba Phase Iv, Opp. Abimbola Awoliyi  Estate, Oko-Oba.",2,,Lagos
"
                                                        ₦5,000,000                                                    ",," Rev. Ogunbiyi  Street, Off Oba Akinjobi Way, Ikeja G.R.A. ",5,,Lagos
"
                                                        ₦700,000                                                    ",,Ajah Lagos,3,,Lagos
"
                                                        ₦4,000,000                                                    ",," Dolphin Estate, ikoyi",,,Lagos
"
                                                        ₦1,800,000                                                    ",," Osborne Phase 1 Estates, Ikoyi",,,Lagos
Price on call,,"Oregun Industrial Estate, Ikeja",,,Lagos
"
                                                        ₦15,600,000                                                    ",,"Oregun Industrial Estate, Ikeja",,,Lagos
"
                                                        ₦2,000,000                                                    ",,"off Western avenue, Surulere ",5,,Lagos
Price on call,,"Iyana-Itire road, surulere",,,Lagos
"
                                                        ₦350,000                                                    ",,"along Masha Road, Surulere",,,Lagos
"
                                                        ₦800,000                                                    ",,"Mabo, Surulere",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦250,000                            ",,Okota-Off Ago Palace Road,,,Lagos
"
                                                        ₦700,000                                                    ",,"Awolowo Way, Ikeja",,,Lagos
"
                                                        ₦2,000,000                                                    ",,"off Kilo, Surulere",3,,Lagos
"
                                                        ₦1,000,000                                                    ",,"off kilo, Surulere Lagos",2,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Allen, Ikeja",,,Lagos
"
                                                        ₦400,000                                                    ",,off Lawanson road Surulere,,,Lagos
"
                                                        ₦700,000                            ",,"Ogba Alafia Estate, Ogba",,,Lagos
"
                                                        ₦950,000                                                    ",,"Osapa London, Lekki",2,,Lagos
"
                                                        ₦1,300,000                                                    ",,"Lekki Phase 1, Lagos Island",,,Lagos
"
                                                        ₦200,000                                                    ",,"Ikotun, Lagos",,,Lagos
"
                                                        ₦300,000                                                    ",,Abule Egba,3,,Lagos
"
                                                        ₦300,000                                                    ",,"Ikotun, Lagos",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦300,000                                                    ",,"Ikotun, Lagos",3,,Lagos
"
                                                        ₦400,000                                                    ",,"Gov. Road, Ikotun",3,,Lagos
"
                                                        ₦2,500,000                                                    ",,isheri,,,Lagos
"
                                                        ₦1,000,000                                                    ",,Isiba Oluwo Egbeda Lagos,,,Lagos
"
                                                        ₦23,280,000                                                    ",,Ilupeju,,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Coker Rd, Ilupeju ",6,,Lagos
"
                                                        ₦50,000,000                            ",,Ilupeju,,,Lagos
"
                                                        ₦10,000,000                                                    ",,Mobolaji Bank Anthony Way Maryland ,,,Lagos
"
                                                        ₦3,000,000                                                    ",," U3 Estate, Lekki Phase 1",2,,Lagos
"
                                                        ₦3,000,000                                                    ",,Victoria island,2,,Lagos
"
                                                        ₦800,000                                                    ",,"AWOLUYI ESTATE, NEW OKO-OBA",3,,Lagos
"
                                                        ₦600,000                                                    ",,"Park Estate, New Odo Oba",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦12,000,000                                                    ",, Adeola Odeku Str. Victoria Island,,,Lagos
"
                                                        ₦500,000                                                    ",,New Oko Oba,3,,Lagos
"
                                                        ₦350,000                                                    ",,,3,,Lagos
"
                                                        ₦1,400,000                                                    ",,"Ire Akari Estate, Isolo",3,,Lagos
Price on call,,"Ogba Industrial Estate,","1,000 m2		                                            ",,Lagos
Price on call,,Ogba industrial Estate,"7,000 m2		                                            ",,Lagos
"
                                                        ₦2,600,000                                                    ",,"Alausa, Ikeja ",,,Lagos
"
                                                        ₦120,000                                                    ",,"Pen Cinema, Lagos",1,,Lagos
"
                                                        ₦4,500,000                                                    ",,"off Adeniyi Jones Avenue, Ikeja",4,,Lagos
"
                                                        ₦5,000,000                                                    ",, Ikeja GRA,3,,Lagos
"
                                                        ₦650,000                                                    ",,"Akowonjo, Lagos",3,,Lagos
"
                                                        ₦2.5 million                                                     ",,chevy view estate chevron drive lekki,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦250,000                                                    ",,"Tejusoho shopping Complex, Yaba",,,Lagos
"
                                                        ₦2,200,000                                                    ",,chevy view estate chevron drive lekki,,,Lagos
"
                                                        ₦400,000                                                    ",,"Eastline Shopping Complex , Abraham Adesanya roundbout, Ajah",,,Lagos
"
                                                        ₦400,000                                                    ",,"Fagba, Lagos",2,,Lagos
"
                                                        ₦6,000,000                                                    ",,"off Lekki Expressway, Marwa Roundabout, Lekki Phase 1 (RHS)",,,Lagos
"
                                                        ₦1,500,000                                                    ",,Newly 3 bedrooms flat with air-conditioners at University estate opposite Lagos business school,3,,Lagos
"
                                                        ₦2,500,000                                                    ",,Dolphin Estate Ikoyi,2,,Lagos
"
                                                        ₦4,000,000                                                    ",,Parkview Estate Ikoyi ,4,,Lagos
"
                                                        ₦5,000,000                                                    ",,Parkview Estate Ikoyi,5,,Lagos
"
                                                        ₦400,000                                                    ",,"Fagba, Lagos",,,Lagos
"
                                                        ₦2,500,000                                                    ",,,3,,Lagos
"
                                                        ₦1,200,000                                                    ",,Dolphin Estate Ikoyi,,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦150,000                                                    ",,"Mowe, Ogun state",2,,Lagos
"
                                                        ₦250,000                                                    ",,Off Lagos-Ibadan Expressway Near Deeper Life Church Camp ,3,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Adeniyi Jones, Ikeja",3,,Lagos
"
                                                        ₦300,000                                                    ",,"off Allen, Ikeja Lagos",4,,Lagos
"
                                                        ₦300,000                                                    ",,"off Allen, Ikeja Lagos",,,Lagos
Price on call,,"off Allen, Ikeja Lagos",,,Lagos
"
                                                        ₦1,200,000                                                    ",,"Toyin street, Ikeja Lagos",3,,Lagos
"
                                                        ₦700,000                                                    ",,"off Allen, Ikeja Lagos",2,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Allen, Ikeja",,,Lagos
"
                                                        ₦20,000,000                                                    ",,"Ilabere Avenue, Off Queen's Drive, Ikoyi",,,Lagos
"
                                                        ₦900,000                                                    ",,"Toyin street, Ikeja Lagos",2,,Lagos
"
                                                        ₦5,500,000                                                    ",,"Parkview Estate, Ikoyi",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Opebi, Ikeja, Lagos Mainland",4,,Lagos
"
                                                        ₦450,000                                                    ",,Computer Village Ikeja,,,Lagos
Price on call,,"Kofo Abayomi Street, Victoria Island",,,Lagos
"
                                                        ₦500,000                                                    ",,"off Awolowo way, Ikeja, Lagos",3,,Lagos
"
                                                        ₦1,680,000                                                    ",,"Kofo Abayomi Street, Victoria Island, Lagos",1,,Lagos
"
                                                        ₦3,500,000                                                    ",," Kofo Abayomi Street, Victoria Island",3,,Lagos
"
                                                        ₦1,000,000                                                    ",,"Ikeja GRA, Ikeja Lagos",,,Lagos
"
                                                        ₦850,000                                                    ",,Oregun Ikeja,,,Lagos
"
                                                        ₦500,000                                                    ",,"Oregun, Ikeja. Lagos ",2,,Lagos
"
                                                        ₦3,000,000                                                    ",,MAGODO BROOK (SHANGISHA) G.R.A  ,4,,Lagos
"
                                                        ₦1,200,000                                                    ",,Magodo Isheri,3,,Lagos
"
                                                        ₦650,000                                                    ",,"Ojota, Lagos",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Berger, Lagos",,,Lagos
"
                                                        ₦60,000,000                                                    ",,"Ogba, Lagos",,,Lagos
Price on call,,"Toll Gate Area By 7up, Lagos",,,Lagos
Price on call,,"Off Oregon Road, Lagos",,,Lagos
"
                                                        ₦10,000,000                                                    ",,"Off Oregon Road, Lagos",,,Lagos
"
                                                        ₦600,000                                                    ",,"Ogba, Lagos",3,,Lagos
"
                                                        ₦550,000                                                    ",,"Opposite Excellence Hotel, Ogba",3,,Lagos
"
                                                        ₦460,000                                                    ",,"Ogba, Lagos",2,,Lagos
"
                                                        ₦280,000                                                    ",,,,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Magodo G.R.A II, Lagos",5,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Magodo G.R.A II, Lagos",5,,Lagos
"
                                                        ₦7,000,000                                                    ",,"Omole Phase 1, Lagos",7,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Omole Phase 1, Lagos",5,,Lagos
"
                                                        ₦2,800,000                                                    ",,Omole Phase 1,,,Lagos
"
                                                        ₦120,000                                                    ",,Egan Igando Alimosho,,,Lagos
"
                                                        ₦2,500,000                                                    ",,Magodo Phase 1,5,,Lagos
"
                                                        ₦500,000                                                    ",,Onike Yaba,2,,Lagos
"
                                                        ₦1,500,000                                                    ",,"Off Fatai Irawo, Ajao Estate, Isolo",3,,Lagos
Price on call,,"Lagos Island, Lagos",,,Lagos
"
                                                        ₦4,000,000                                                    ",,"S.W Ikoyi, Lagos",4,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Lekki Phase 1, Lagos Nigeria",2,,Lagos
"
                                                        ₦1,200,000                                                    ",,"Gbara Jakande, Lekki",3,,Lagos
"
                                                        ₦550,000                                                    ",,"Anthony, Lagos State",2,,Lagos
"
                                                        ₦400,000                                                    ",,"Bariga, lagos mainland. ",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦400,000                                                    ",,"fadeyi, Lagos Mainland",3,,Lagos
"
                                                        ₦1,300,000                                                    ",,"Surulere, Lagos Mainland",,,Lagos
"
                                                        ₦400,000                                                    ",,"Surulere, Lagos mainland",2,,Lagos
"
                                                        ₦500,000                                                    ",,"Jibowu, yaba Lagos state",,,Lagos
"
                                                        ₦1,000,000                                                    ",,"Yaba, Lagos.",3,,Lagos
"
                                                        ₦350,000                                                    ",,"Idimu off Liasu Road, lagos Mainland",2,,Lagos
"
                                                        ₦250,000                                                    ",,"Ilado Street, Igando, Lagos Mainland",3,,Lagos
"
                                                        ₦250,000                                                    ",,"Ogayemi str, off Iwaya Road, Lagos",4,,Lagos
"
                                                        ₦200,000                            ",,"Oluwaga, Ayobo, Lagos  ",,,Lagos
"
                                                        ₦1,600,000                                                    ",,"Kayode Taiwo street, Magodo Phase 2",3,,Lagos
"
                                                        ₦1,100,000                                                    ",,"Lekki Scheme 2, Lagos Island",2,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Prime Water View Gardens, lekki phase 1",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦750,000                                                    ",,"Isheri North, Lagos State",3,,Lagos
Price on call,, Adeyemi Lawson Ikoyi,3,,Lagos
"
                                                        ₦7,500,000                                                    ",,"Yaba, Oworonshoki, Nigeria",,,Lagos
"
                                                        ₦3,000,000                            ",,"Gbaja St, Surulere, Lagos, Nigeria",,,Lagos
"
                                                        ₦1.2 million                             ",,"Gbaja St, Surulere, Lagos, Nigeria",,,Lagos
"
                                                        ₦1,000,000                                                    ",,Badore road ajah lekki,,,Lagos
"
                                                        ₦1,600,000                                                    ",," AAA courts, Mende Maryland Lagos.",3,,Lagos
"
                                                        ₦3,000,000                            ",,agungi lekki,,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Pinnoch Beach Estate, Lekki",2,,Lagos
"
                                                        ₦3,000,000                            ",,prime view estate lekki,,,Lagos
"
                                                        ₦12,000,000                                                    ",,"S/W Ikoyi, Lagos",,,Lagos
"
                                                        ₦5,000,000                            ",,"Admiralty Rd, Eti-Osa, Lagos, Nigeria",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦550,000                                                    ",,"micheal Akinola str. Onipetesi estate, Mangoro, Lagos",3,,Lagos
"
                                                        ₦3,500,000                            ",,"Africa Ln, Lekki Phase I, Lagos, Nigeria",,,Lagos
"
                                                        ₦650,000                                                    ",,"Pedro, Gbagada",2,,Lagos
"
                                                        ₦3,000,000                                                    ",,,,,Lagos
Price on call,,"Oniru Rd, Ikoyi, Lagos, Nigeria",,,Lagos
"
                                                        ₦750,000                                                    ",,"Isheri North, Lagos State",3,,Lagos
"
                                                        ₦12,000,000                            ",,"Cameron Road, Ikoyi, Lagos, Nigeria",,,Lagos
"
                                                        ₦10,000,000                            ",,"Thompson Ave, Ikoyi, Lagos, Nigeria",,,Lagos
Price on call,,"Isheri North, Lagos State",4,,Lagos
"
                                                        ₦9 million                             ",,"Ikoyi, Lagos, Nigeria",,,Lagos
"
                                                        ₦2,500,000                                                    ",,"Lafiaji Way, Lagos",5,,Lagos
Price on call,,"Otunba Gbenga Daniel Estate ota, Ogun State",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Lsdpc Housing Estate, Isolo",,,Lagos
"
                                                        ₦7,000,000                                                    ",,"along Tinubu,Victoria Island",7,,Lagos
"
                                                        ₦1,300,000                                                    ",,"Akiti Avenue, Okota. Lagos",5,,Lagos
Price on call,," Ogudu Road, Ojota, Lagos.",3,,Lagos
"
                                                        ₦400,000                                                    ",,"Eyita Ojokoro Rd, by Sabo, Ikorodu",3,,Lagos
"
                                                        ₦800,000                                                    ",,"Providence Estate, New Oko – Oba",,,Lagos
"
                                                        ₦7,000,000                                                    ",," Bombay Crescent by Randle road, Apapa",2,,Lagos
"
                                                        ₦450,000                                                    ",," Muyibi Street, Olodi – Apapa",4,,Lagos
"
                                                        ₦500,000                                                    ",,"Lambe Str, off Ago palace way, Okota",,,Lagos
"
                                                        ₦1,000,000                                                    ",," Riverview estate, Isheri North",4,,Lagos
"
                                                        ₦900,000                                                    ",," Fatai Lapade street, Omole phase 2",2,,Lagos
Price on call,,"Mushin, Lagos, Nigeria",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Fatai Lapade str, Omole phase2:",2,,Lagos
"
                                                        ₦400,000                                                    ",," Riverview Est., Isheri North",3,,Lagos
Price on call,,Mowe,,,Lagos
"
                                                        ₦500,000                                                    ",," Riverview Est., Isheri North:",4,,Lagos
"
                                                        ₦250,000                                                    ",," Binukonu Market, Ogudu Road",,,Lagos
"
                                                        ₦700,000                                                    ",,"Asonjo street, Sangotedo, Ajah:",3,,Lagos
"
                                                        ₦800,000                                                    ",," Asonjo street, Sangotedo, Ajah",4,,Lagos
Price on call,,"Idowu Martins street, V.I ",,,Lagos
Price on call,,"Matogun, Ijoko, Nigeria",,,Lagos
"
                                                        ₦600,000                                                    ",,"Agboola Street, Ijesha",3,,Lagos
"
                                                        ₦850,000                                                    ",,"Oluwatoyin Street,Co-operative villa,Badore",3,,Lagos
Price on call,,"Matogun, Ijoko, Nigeria",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Agbado - Ijaiye Rd, Ifako-Ijaiye, Lagos, Nigeria",,,Lagos
Price on call,,"Imedu Nla Road, Mowe, off Lagos-Ibadan Expressway, Nigeria",,,Lagos
"
                                                        ₦700,000                                                    ",, Julius Kadiri Str@ Ifako,2,,Lagos
Price on call,,"Lagos/Ibadan Express Way, Mowe 110106, Lagos, Nigeria",,,Lagos
"
                                                        ₦800,000                                                    ",,"Chief Natufe Str, Surulere: ",3,,Lagos
"
                                                        ₦650,000                                                    ",,"Valley Estate, Dopemu",3,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Odegbami close off Adeniyi Jones, Ikeja:",4,,Lagos
"
                                                        ₦2,700,000                                                    ",," Emina cr, Off Toyin Street, Ikeja",6,,Lagos
"
                                                        ₦7,000,000                                                    ",,"Oduduwa Street, Ikeja GRA",3,,Lagos
Price on call,,laspotech ikorodu,,,Lagos
Price on call,,greenlands estate agbodi lagos/ibadan expressway,,,Lagos
Price on call,,"Boys Town St, Ipaja, Lagos, Nigeria",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
Price on call,,"Magboro, Nigeria",,,Lagos
Price on call,,Igando lagos Nigeria,,,Lagos
Price on call,,"Lowa St, Ikorodu, Nigeria",,,Lagos
Price on call,,"Bemil Road,, Ikeja, Nigeria",,,Lagos
Price on call,,"Fagba St, Ojodu, Lagos, Nigeria",,,Lagos
Price on call,,"Lagos/Ibadan Express Way, Mowe 110106, Lagos, Nigeria",,,Lagos
"
                                                        ₦6,820,000                                                    ",,"Along Marina, Lagos",,,Lagos
"
                                                        ₦1,800,000                                                    ",," Alpha Beach Road, Lekki",,,Lagos
Price on call,,"Omole Phase 1, Isheri, Lagos, Nigeria",,,Lagos
"
                                                        ₦4,500,000                                                    ",,"Atlantic Beach Estate, Oniru",4,,Lagos
Price on call,,"Banana Island Road, Ikoyi, ",3,,Lagos
"
                                                        ₦1,800,000                                                    ",," F.L Close, 3rd Avenue, Festac Town",,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦8,000,000                                                    ",,@ Onikoyi off Banana Island Road,3,,Lagos
"
                                                        ₦3,500,000                                                    ",,,3,,Lagos
Price on call,,"Maitama Sule Street, S.W. Ikoyi,",,,Lagos
Price on call,,"along Gerard Rd, Ikoyi. ",3,,Lagos
Price on call,,"Park View Estate, Ikoyi, Lagos, Nigeria",,,Lagos
Price on call,, Parkview Estate Ikoyi,,,Lagos
"
                                                        ₦1,800,000                                                    ",,"Maiduguri Crescent, Agbara",5,,Lagos
"
                                                        ₦350,000                                                    ",,,3,,Lagos
"
                                                        ₦300,000                                                    ",,"Julius Ajayi Close, Olowofela, Magboro Right Hand Side,",2,,Lagos
"
                                                        ₦1,200,000                                                    ",," Banjo Adeniyi Crescent, Isheri North, GRA, Opic",3,,Lagos
"
                                                        ₦700,000                                                    ",,"Makanjuola Close, Isheri North, GRA",3,,Lagos
"
                                                        ₦600,000                                                    ",," Farouk Abaoba Street, Isheri North, GRA, Opic ",2,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦500,000                                                    ",," Oshorun Estate, Opic",2,,Lagos
"
                                                        ₦1,000,000                                                    ",,,3,,Lagos
"
                                                        ₦350,000                                                    ",,"Oshorun Estate, Opic",1,,Lagos
"
                                                        ₦400,000                            ",,"Magbon Street, Aja, Lekki, Nigeria",,,Lagos
"
                                                        ₦800,000                                                    ",,"Yemi Gbenle Street, Opic",2,,Lagos
"
                                                        ₦1,500,000                            ",,"Anthony Village, Kosofe, Lagos, Nigeria",,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Ogundana Street, Allen Avenue Ikeja",4,,Lagos
"
                                                        ₦3,000,000                                                    ",,"Arcadia Mew Estate, Agungi",3,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Ayilara Street off Ojuelegba Road, Surulere",4,,Lagos
"
                                                        ₦4,000,000                                                    ",,"Hon Adedeji Street, Marwa, Lekki",3,,Lagos
"
                                                        ₦3,000,000                            ",,regal sea estate lekki,,,Lagos
"
                                                        ₦7,000,000                                                    ",,"Opeyemi Bamidele, Freedom Way, Lekki Phase 1",4,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦1,200,000                                                    ",," U3 Estate, Lekki Right Hand Side ",1,,Lagos
"
                                                        ₦8,000,000                                                    ",,"Ajayi Bembe, Parkview Estate",3,,Lagos
"
                                                        ₦5,000,000                                                    ",,"Ologun Kutere Street, Parkview Estate",2,,Lagos
"
                                                        ₦7,000,000                                                    ",,"Ologun Kutere Street, Parkview Estate",3,,Lagos
"
                                                        ₦6,500,000                            ",,"Lekki Phase 1, Lekki, Nigeria",,,Lagos
"
                                                        ₦10,000,000                                                    ",," Ilubirin Estate, Osborne Phase 2 ",4,,Lagos
"
                                                        ₦3,500,000                                                    ",,"Ilubirin Estate, Osborne Phase 2",2,,Lagos
"
                                                        ₦6,000,000                                                    ",,"Maple Close, Osborne Phase 2 ",4,,Lagos
Price on call,," Oseni Fatona  Street, Off Gbenga Car Wash, Ayobo.    ",,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Sixth Street, Osborne 1 ",4,,Lagos
"
                                                        ₦2,000,000                                                    ",,"Kwara Street, Osborne Phase 1",3,,Lagos
"
                                                        ₦1,100,000                                                    ",," Shomolu street, Dolphin Estate, Ikoyi ",3,,Lagos
"
                                                                                        ₦60 million                                                                                     ",,"Millenium Estate, Gbagada Lagos",,,Lagos
"
                                                                                        ₦180 million                                                                                     ",,"Parkview Estate, Ikoyi",,,Lagos
"
                                                        ₦4,500,000                                                    ",,"Eti-Osa Street, Dolphin Estate ",4,,Lagos
"
                                                        ₦4,500,000                                                    ",," Isale Eko Street, Dolphin Estate ",4,,Lagos
"
                                                        ₦4,500,000                                                    ",,"HFP Way, Dolphin Estate",4,,Lagos
