price,unit,location,bedrooms,baths,state
"₦1,200,000.00 Per Year","₦1,200,000.00 Per Year",", Allen Avenue, Nigeria",,,
"₦1,800,000.00 Per Year","₦1,800,000.00 Per Year",", Allen Avenue, Nigeria",,,
"₦120,000,000.00 ","₦120,000,000.00 ",", Ala-Oji by Aba/Port-Harcourt Expressway, Aba, Abia, Nigeria",,,
"₦980,000,000.00 ","₦980,000,000.00 ",", Oba Akran, Ikeja, Lagos, Nigeria",,,
"₦45,000,000.00 ","₦45,000,000.00 ",", Opebi-Oregun link road, Ikeja, Lagos, Nigeria",,,
"₦260,000,000.00 ","₦260,000,000.00 ",", Obanikoro-Ikorodu road, Ikorodu, Lagos, Nigeria",,,
"₦90,000.00 Per Year","₦90,000.00 Per Year",", Adeniji Adele, Tinubu, Lagos Island, Lagos, Nigeria",,,
"₦25,000.00 Per Year","₦25,000.00 Per Year",", Budo layout, Lagos-Epe Express way, Nigeria",,,
"₦6,656,000.00 Per Year","₦6,656,000.00 Per Year",", Mobolaji Bank Anthony way, Nigeria",,,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", off Alen Avenue, behind Alade market, Nigeria",,,
"₦150,000,000.00 ","₦150,000,000.00 ",", 1 warehouse road, Apapa, Lagos, Nigeria",,,
"₦70,000,000.00 ","₦70,000,000.00 ",", 9, Randle Crescent , Apapa, Lagos, Nigeria",,,
"₦900,000,000.00 ","₦900,000,000.00 ",", 144, Oba Akran Avenue, Ikeja, Lagos, Nigeria",,,
"₦250,000,000.00 ","₦250,000,000.00 ",", Along Igbede road, Ojo-Alaba, Ojo, Lagos, Nigeria",,,
"₦7,500,000.00 Per Year","₦7,500,000.00 Per Year",", off sanusi fafunwa str, VI, Nigeria",,,
 , ,", Victoria Island (VI), Lagos, Nigeria",,,
 , ,", Ogba road Agege near Guinness, Agege, Lagos, Nigeria",,,
"₦3,000,000.00 ","₦3,000,000.00 ",", Norman Williams street, Ikoyi, Lagos, Nigeria",,,
 , ,", Louis Solomon close, Victoria Island (VI), Lagos, Nigeria",,,
 , ,", Broad street, Lagos Island, Lagos, Nigeria",,,
"₦20,000.00 per month","₦20,000.00 per month",", Broad street, Lagos Island, Lagos, Nigeria",,,
 , ,", south/west ikoyi, Ikoyi, Lagos, Nigeria",,,
"$1,000 Per Year","$1,000 Per Year",", Kanti Tower, Adetokunbo Ademola street, Nigeria",,,
$900 Per Year,$900 Per Year,", Bishop Aboyade Cole street, Nigeria",,,
"₦200,000,000.00 ","₦200,000,000.00 ",", Along Lekki- Epe Expressway, Lekki Phase 1, Lagos, Nigeria",0,,
"₦5,500,000.00 per month","₦5,500,000.00 per month",", Lekki phase 1, Lekki Phase 1, Lagos, Nigeria",5,0f,
"$2,500,000 ","$2,500,000 ",", Gerrard Road, Ikoyi, Lagos, Nigeria",4,0f,
$800 Per Year,$800 Per Year,", Adeola Odeku, Nigeria",,,
 , ,", Off Herbert Macaulay Way, Central Business Distric, Abuja Municipal, Abuja FCT, Nigeria",0,,
"₦1,300,000,000.00 ","₦1,300,000,000.00 ",", Kudirat Abiola way, Ikeja, Lagos, Nigeria",,,
"₦1,500,000,000.00 ","₦1,500,000,000.00 ",", Broad street, Lagos Island, Lagos, Nigeria",,,
"₦300,000,000.00 ","₦300,000,000.00 ",", Ojuelegba road, Yaba, Lagos, Nigeria",,,
 Per Year, Per Year,", Opebi road, Nigeria",,,
"₦75,000.00 per month","₦75,000.00 per month",", Bisola Durosimi-Etti Street, Nigeria",,,
"₦2,500,000.00 Per Year","₦2,500,000.00 Per Year",", coker road, ilupeju, Nigeria",,,
"₦1,000,000.00 Per Year","₦1,000,000.00 Per Year",", Toyin street, Nigeria",,,
"₦75,000,000.00 ","₦75,000,000.00 ",", Allen Avenue, Ikeja, Lagos, Nigeria",,,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Awolowo Road, Nigeria",,,
"₦2,000,000.00 Per Year","₦2,000,000.00 Per Year",", Awolowo Road, Nigeria",,,
"₦400,000,000.00 ","₦400,000,000.00 ",", Behind Elizade motors, Anthony, Lagos, Nigeria",,,
"₦550,000,000.00 ","₦550,000,000.00 ",", Allen Avenue, Ikeja, Ikeja, Lagos, Nigeria",,,
"₦950,000,000.00 ","₦950,000,000.00 ",", Adeola Odeku, Victoria Island (VI), Lagos, Nigeria",,,
 , ,", Adedoyin Ogungbe Crescent, Lekki Phase 1, Lagos, Nigeria",,,
"₦4,000,000.00 per month","₦4,000,000.00 per month",", Allen Avenue, Ikeja, Lagos, Nigeria",,,
"₦200,000,000.00 ","₦200,000,000.00 ",", ALABA INTERNATIONAL MARKET;IGBEDE ROAD..., Ojo, Lagos, Nigeria",,,
"₦27,500.00 Per Year","₦27,500.00 Per Year",", Awolowo Road, Nigeria",,,
"₦500,000.00 Per Year","₦500,000.00 Per Year",", Ogudu GRA Road, Nigeria",,,
